CODIGO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
21205660,0,5,0,0.2,13.9,4.9,25.8,0.4,8.9,4.6,0,0.4,0,0,0,0,0,12.6,1.4,0,23.8,10.2,0,0,0.5,9.8,0,0,0,0,0
23120240,0,1.9,10.5,0,0,21.3,1.5,31.6,11.8,0,0,0,10.7,0,0,21.2,21.8,0,31.6,10.5,0,10.8,1.8,0,10.7,0,0,0,0,10.9,20.5
21201550,1.3,1.5,0.4,0.6,2.4,0,0,7.7,14.9,0.1,0,0,0,0,0,0,0,0,3,0,7,18,2,0,0,2.7,15,0,0,3.5,5.5
21205920,0,0,0,0,4.6,0,0.4,9.9,2,0,0,0,0,0,3.2,1.9,5.1,1.3,0,19.2,8.7,6.2,0,0,0,4.3,,0,0,1.6,9.2
23060200,0,1,0,10,3,1.5,14,33,4.3,0,0,0,0,0,0,45,0,0,21.3,0,80,58,0,0,0,0,0,0,0,3.4,15.4
24011060,0,16.5,0,20,6.5,2.8,11.5,4.5,4.9,0,0,0,0,0,0,2.5,0,0,13,0,0,3.5,2.7,0,0,0,0,0,0,2.5,4.7
21205960,0,25.9,2,19.2,2.5,0,0,7.5,1.4,0,0,0,0,0,1.3,10.3,0,2.5,30.2,0,17,13,0,0,0.7,4.4,1,0,0,3.5,14.5
21205940,0.4,3.4,0,1.1,2.6,0,0,10.4,11.6,0,0,0,0,0,0,0,0,0,0,0.2,21.6,0.6,0.4,0,0.2,0.4,7.8,0,0,2.4,1.4
21206260,0,13.5,1.4,,,,0,7.4,0.5,0.6,,,,0.8,0.6,0,0,0,,15.5,80,41.2,0,0,0.8,,5.8,0,0,2.4,13.4
21190310,0,1.7,0,13,20,12.4,37.6,12.7,0.3,16.4,0,1.8,0,0,0,0.5,0,1.9,0,1.5,6,14.4,0,0,0,0.6,0.7,0,0,4.3,42.5
21206060,1,1.5,0,5.8,7.5,0,1.5,5.5,3.5,0,0,0,0,0,0,0,0,2,17,0,8,43,1,0,0,0,6,0,0,2,10
35025060,0,0,0,0,13,10,0,19,2,1.5,0,8.2,0,0,2,0,0,0,0,4,10.5,7.5,0,0,1.5,15,8,0,3,1,13
21205700,0,0,0,0,10.3,0,1.7,14.4,1,0,0,4.8,0,2,1.6,0,0,0,0,2.7,11.5,0.3,0,0,0,12.2,2.6,0,0,0,11.8
21201640,0,2.2,0,4.7,0.4,0.8,4.5,2.8,8,0,0,1,0,0.6,0,0,0,0,0,17.6,11.8,3,0,0,0,2.8,0.5,0,0,0,7.7
21201240,0,2.3,0,0.1,13.5,4.5,6.3,26.7,2.6,0.1,0,2.3,0,0.1,0,0,0,0,0,4.7,9.4,8.5,0,0.2,2.8,8.5,3.2,0,0,0.7,6.7
21206650,1.2,0,0,0,24,0,12,24.2,15.5,1,0,2.4,0,2.3,0,0,0,0,0,0,38.2,13.2,0,0,8.2,8.5,3.9,0,0,4.9,9.9
21201920,0,6.6,0,2.4,29.5,0,21.8,15.8,1.4,0,0,3.8,0,0.7,0,7.4,,0,0,4.7,9.2,9.5,20.5,0,1.8,1.3,1.4,0,0,1.6,12.4
35060180,0,0,0,0,8.6,1.2,1.5,18.3,16.7,1.7,0,36.7,1.5,8.1,1,0,0,0,0,0,8.7,5.4,0,0,3.5,35.7,2.7,0.7,1.8,0,4.7
21200160,0,0.1,0,0,7.4,0,3.6,17.4,3.8,0.3,2.1,3.6,0.3,1.7,0.1,0,0,0,0,23.8,2.6,1.2,0,0,2.9,3.8,4.7,0.2,0.1,1.1,6.1
21206600,0,14.1,0,14.5,3.4,0,0,6.5,0,0,0,0.4,0,0,0,6.8,0,6.3,5.6,0,18.4,15.5,0,0,0,1.7,2.3,0,0,2.4,14.6
21205710,0.5,4.5,0.2,2.6,3.4,5.2,1,11,14.5,0,0,0,0.2,0,0,11,0,0,1,0.2,11,60.4,0.2,0.2,0,0,5,0.1,0,0.3,13.2
21190030,0,17.5,0,0.7,36.1,11.7,13.5,7.5,0.3,0.1,0,1.5,0,0,0,0,0,0,0,15.7,40,3.1,0,0,0.1,0,0.2,0,0,0.3,9.5
21195190,0,9.6,0,0,42.1,0,5.2,15.9,2,1.1,0,1,0,0,0,0,0,0,0,0,24.6,6.8,0,0,0.8,1.2,0,0,0,1,2.2
21200620,0,0,0,0,12,0,4,16,8.1,0,1.5,6.2,0,4.3,0,0,0,0,0,1.8,0.1,0,0,0,3,7.5,13,0,0,0.8,6
21190270,0,3.2,0,0,0,0,3.9,3.6,2.6,2.8,0,0,0,0,0,0,0,0,0,3.8,2.1,2.2,2.4,0,0,2.1,0,0,0,2.6,2.1
21202160,0,9.7,0,9.6,28.4,0,14.7,3.6,0,8.7,5.3,5.8,0,0,0,0,0,0,0,8,27.5,26,8.3,0,0,0,0,0,0,1.5,48
21190350,0.5,11.5,1.2,0,19.8,9.5,7.1,1.9,0.8,5.9,0,0,0,7.4,0,0,0.4,0,1.3,8.1,9.8,8.5,7.9,4.1,1.7,0,0,0,1.2,0,0
21205910,0,5,0,0,6,0,1,15.2,5,0,0,0,0,0,4,0,0,0,0,0,15,5,0,0,0,6,6.4,0,0,2,12
23060370,0,5,8,5,10.5,0,0,9,15,0,0,0,0,0,0,0,0,0,0,16,26.5,16.3,20,0,0,0,0,0,0,0,11
